RecordID,Age,Gender,City
AWV593,30.0,Male,Berlin
BMA988,28.0,Male,Wolfsburg
BDQ770,27.0,Male,Bucharest
AWD575,31.0,Male,Berlin
BGA832,,Male,Hamburg
AQD419,28.0,Female,Berlin
BFS824,24.0,Male,Berlin
BHH865,30.0,Male,Berlin
BHM870,34.0,Male,Berlin
BSS1162,30.0,Female,Hamburg
AFY154,36.0,Female,Erlangen
BUU1216,30.0,Male,Berlin
BKV957,30.0,Male,Bielefeld
AVS564,30.0,Male,Berlin
BCO742,32.0,Female,Berlin
BQL1103,69.0,Male,Stuttgart
AVK556,39.0,Male,Berlin
ABJ35,33.0,Male,Berlin
BJC912,30.0,Female,Jena
ALA286,38.0,Male,Hamburg
AYQ640,49.0,Male,Munich
BKJ945,24.0,Male,Sofia
BVX1245,28.0,Male,Berlin
BHZ883,27.0,Male,Hamburg
BRS1136,34.0,Male,Cologne
AAX23,59.0,Male,Berlin
BBH709,29.0,Male,Düsseldorf
ATZ519,25.0,Male,Berlin
ATG500,26.0,Female,Berlin
BKZ961,,Male,Berlin
BWD1251,26.0,Male,Saarbrücken
BNP1029,35.0,Male,Berlin
ALM298,34.0,Male,Berlin
AQK426,31.0,Female,Frankfurt
BGS850,27.0,Male,Berlin
BDI762,34.0,Male,Hannover
AYH631,25.0,Female,Frankfurt
BFY830,26.0,Male,Berlin
AOO378,30.0,Male,Samara
BAK686,28.0,Male,Frankfurt
BBU722,32.0,Male,Berlin
BWE1252,26.0,Male,Berlin
ATW516,37.0,Male,Munich
BAT695,43.0,Male,Stuttgart
BOE1044,34.0,Male,Hamburg
AQM428,30.0,Female,Berlin
ALR303,34.0,Male,Berlin
ADK88,24.0,Male,Berlin
AOT383,41.0,Male,Berlin
BVR1239,38.0,Male,Munich
BHC860,29.0,Male,Munich
AUB521,30.0,Male,Berlin
AMX335,33.0,Male,Munich
AWM584,28.0,Female,Amsterdam
AVV567,30.0,Male,Berlin
ADF83,38.0,Male,Berlin
BMG994,38.0,Male,Munich
BCT747,34.0,Male,Berlin
BUC1198,36.0,Male,Regensburg
ABX49,31.0,Male,Berlin
ARY466,33.0,Male,Berlin
BKX959,24.0,Male,Berlin
AGZ181,46.0,Male,Berlin
ANH345,29.0,Male,Munich
AMQ328,29.0,Male,Bonn
ADT97,31.0,Female,Munich
AZL661,32.0,Female,Munich
ARK452,40.0,Female,Berlin
AZJ659,37.0,Male,Berlin
AFT149,28.0,Male,Berlin
AGK166,40.0,Male,Berlin
BSB1145,44.0,Male,Berlin
AJR251,31.0,Male,Berlin
BFZ831,37.0,Male,Walldorf
AQC418,,Male,Munich
ACN65,38.0,Male,Stuttgart
ADW100,26.0,Male,Munich
AYC626,31.0,Male,Munich
AAP15,31.0,Male,Wolfsburg
AKD263,34.0,Male,Munich
AUH527,28.0,Female,Berlin
AOW386,27.0,Male,Berlin
AAA0,26.0,Male,Munich
BIY908,29.0,Male,Berlin
ASF473,,,Berlin
BPW1088,31.0,Male,Berlin
AKJ269,34.0,Male,Leipzig
BBR719,33.0,Male,Berlin
ATT513,40.0,Male,Berlin
ATU514,24.0,Female,Berlin
AZQ666,32.0,Male,Cologne
BDJ763,30.0,Male,Berlin
BHL869,36.0,Male,Frankfurt
AXF603,41.0,Male,Berlin
AVN559,31.0,Male,Salzburg
AXM610,25.0,Male,Berlin
BRD1121,35.0,Male,Frankfurt
BIE888,42.0,Male,Berlin
AUO534,28.0,Male,Berlin
BGI840,25.0,Female,Munich
AEY128,31.0,Male,Berlin
AXH605,28.0,Female,Berlin
BSV1165,24.0,Male,Berlin
BLZ987,34.0,Male,Berlin
BFH813,42.0,Male,Friedrichshafen
AHU202,35.0,Male,Berlin
BGN845,29.0,Female,Berlin
BQJ1101,35.0,Male,Berlin
BMF993,29.0,Male,London
BFG812,25.0,Male,Marseille
BNV1035,30.0,Male,Heidelberg
AUD523,36.0,Female,Munich
BHS876,33.0,Male,Frankfurt
ATI502,33.0,Male,Munich
ADL89,29.0,Male,Berlin
BHE862,33.0,Male,Munich
AAC2,29.0,Male,Berlin
BQE1096,35.0,Male,Fr
BRN1131,35.0,Male,Berlin
AOR381,33.0,Male,Berlin
AGF161,36.0,Female,Munich
BTZ1195,31.0,Male,Berlin
BNG1020,32.0,Male,Innsbruck
BVV1243,32.0,Female,Munich
BKR953,29.0,Male,Helsinki
AYU644,31.0,Male,Frankfurt
BPT1085,37.0,,Munich
ABU46,28.0,Female,Berlin
AIT227,29.0,Male,Berlin
AJG240,31.0,Female,Stuttgart
BRH1125,34.0,Male,Munich
BBS720,44.0,Male,Kyiv
AYN637,38.0,Male,Munich
BJT929,35.0,Male,Berlin
BKD939,41.0,Male,Rome
ABZ51,28.0,Female,Berlin
AJF239,26.0,Female,Berlin
BUR1213,30.0,Male,Munich
AZB651,28.0,Male,Berlin
BBM714,32.0,Male,Paris
BAF681,32.0,Male,Berlin
AWK582,30.0,Male,Berlin
BVC1224,31.0,Male,Munich
BBQ718,47.0,Male,Bölingen
AVH553,27.0,Male,Berlin
BKH943,26.0,Male,Lisbon
AGP171,28.0,Male,Berlin
AML323,32.0,Male,Munich
AHJ191,30.0,Female,Berlin
BTF1175,33.0,Male,Berlin
AXX621,28.0,Male,Berlin
BSE1148,,,Frankfurt
BFN819,30.0,Male,Berlin
BGL843,40.0,Male,Berlin
AGD159,33.0,Male,Berlin
AMB313,29.0,Female,Munich
BET799,30.0,Female,Düsseldorf 
BUN1209,24.0,Female,Munich
ANU358,28.0,Male,Stuttgart
BCZ753,39.0,Male,Cologne
BIA884,33.0,Male,Berlin
BGE836,44.0,Male,Frankfurt
BST1163,27.0,Male,Munich
ACO66,32.0,Male,Berlin
BEH787,32.0,Male,Siegen
ATY518,39.0,Male,Berlin
ALJ295,32.0,Male,Berlin
AVA546,28.0,Male,Munich
BVE1226,27.0,Male,Munich
ARC444,24.0,Male,Tallinn
ABO40,29.0,Male,Berlin
BBJ711,41.0,Male,Munich
AGJ165,33.0,Female,Berlin
AJI242,29.0,Female,Stuttgart
ASY492,23.0,Male,Berlin
BKN949,27.0,Female,Munich
BDV775,34.0,Male,Berlin
BJU930,30.0,Male,Cracow
ACI60,39.0,Female,Berlin
BME992,35.0,Female,Munich
BFR823,31.0,Male,Berlin
ATF499,24.0,Male,Cologne
AFW152,30.0,Male,Berlin
ADA78,27.0,Male,Berlin
AAD3,28.0,Male,Berlin
BQU1112,32.0,Male,Munich
AJX257,36.0,Male,Nürnberg
BLP977,30.0,Male,Berlin
BMT1007,30.0,Male,Berlin
AHL193,33.0,Male,Berlin
BMC990,29.0,Male,Berlin
AQV437,26.0,Male,Berlin
AGB157,38.0,Male,Cologne
BAW698,33.0,Male,Düsseldorf 
ARH449,46.0,Male,Frankfurt
BPB1067,32.0,Male,Berlin
AMM324,36.0,Female,Berlin
BDZ779,31.0,Male,Berlin
ALC288,30.0,Male,Berlin
BPQ1082,45.0,Male,Stuttgart
BFO820,34.0,Male,Berlin
BSC1146,28.0,Male,Berlin
AZU670,28.0,Female,Munich
BOT1059,28.0,Male,Cologne
BVO1236,39.0,Male,Berlin
BHW880,31.0,Male,Berlin
BBT721,40.0,,Berlin
ASE472,31.0,Female,Berlin
BCN741,28.0,Male,Berlin
ANE342,32.0,Male,Munich
ADQ94,32.0,Female,Berlin
AGV177,34.0,Male,Berlin
BAZ701,43.0,Male,Berlin
ANO352,30.0,Male,Hamburg
BRX1141,35.0,Male,Munich
ANC340,,Male,Hamburg
BJM922,38.0,Female,Düsseldorf
BSF1149,40.0,Male,Berlin
BER797,30.0,Male,Berlin
BJE914,34.0,Male,City in Russia
ARN455,30.0,Male,Moscow
BOG1046,36.0,Male,Berlin
BBC704,30.0,Male,Stuttgart
BJN923,27.0,Male,Nürnberg
AFG136,35.0,Male,Munich
BAH683,26.0,Male,Berlin
AHA182,30.0,Male,Munich
BGG838,30.0,Male,Munich
ABA26,24.0,Male,Berlin
AEV125,41.0,Male,Munich
BLX985,34.0,Male,Munich
ACA52,29.0,Female,Berlin
BBD705,29.0,Male,Berlin
AUX543,40.0,Male,Munich
BNO1028,26.0,Male,Berlin
AGS174,46.0,Male,Munich
ALE290,41.0,Male,Munich
BFV827,27.0,Male,Berlin
AKB261,38.0,Male,Berlin
BNW1036,30.0,Male,Heidelberg
AAO14,28.0,Male,Berlin
BUA1196,36.0,Male,Amsterdam
BVQ1238,27.0,Male,Frankfurt
BPL1077,25.0,Male,Hamburg
AZH657,30.0,Male,Paderborn
AHZ207,43.0,Male,Berlin
AZD653,38.0,Male,Dublin 
ABK36,28.0,Female,Berlin
AGM168,28.0,Male,Munich
BJB911,38.0,Male,Berlin
BBB703,37.0,Male,Berlin
AFP145,26.0,Male,Münster
AXK608,29.0,Male,Berlin
ALP301,39.0,Male,Munich
BRU1138,37.0,Female,Hamburg
ADV99,30.0,Male,Berlin
BHX881,26.0,Male,Berlin
BRE1122,31.0,Male,Munich
AQP431,27.0,Male,Amsterdam
AME316,30.0,Male,Munich
ABM38,28.0,Male,Berlin
BAM688,28.0,Male,Karlsruhe
AKM272,41.0,Male,Munich
ADM90,29.0,Male,Berlin
BMJ997,29.0,Male,Karlsruhe
AOC366,24.0,Male,Aachen
BKF941,35.0,Male,Berlin
AXR615,32.0,Male,Amsterdam
BAO690,35.0,Male,Konstanz
AMS330,,,Munich
BMS1006,31.0,Male,Helsinki
BGU852,29.0,Male,Munich
ATS512,33.0,Male,Berlin
AOA364,29.0,Male,Berlin
AVJ555,29.0,Male,Berlin
APV411,28.0,Male,Berlin
BMU1008,30.0,Male,Munich
BOK1050,28.0,Male,Munich
BQB1093,27.0,Male,Frankfurt
BHA858,35.0,Male,Berlin
BTQ1186,38.0,Male,Berlin
BTS1188,36.0,Male,Berlin
APA390,25.0,Male,Berlin
BJZ935,29.0,Male,Berlin
AJQ250,35.0,Male,Stuttgart
AMH319,46.0,Male,Berlin
ABV47,32.0,Male,Berlin
BUS1214,29.0,Male,Berlin
AKA260,31.0,Male,Berlin
BJL921,36.0,Male,Nuremberg
BIM896,25.0,Female,Berlin
BIB885,33.0,Male,Heilbronn
BHD861,36.0,Male,Berlin
AVW568,27.0,Male,Berlin
AEF109,26.0,Male,Munich
BDH761,32.0,Male,Prague
ALB287,29.0,Male,Berlin
BOW1062,27.0,Male,Hamburg
AWP587,36.0,Male,Berlin
BOU1060,42.0,Male,Berlin
ATM506,43.0,Male,Munich
ASQ484,31.0,Male,Berlin
AXC600,30.0,Female,Berlin
ALT305,35.0,Female,Berlin
APC392,37.0,Male,Zurich
AUW542,36.0,Male,Berlin
ABH33,39.0,Male,Berlin
AFQ146,35.0,Male,Berlin
AQN429,23.0,Male,Berlin
BKU956,31.0,Male,Berlin
AAE4,37.0,Male,Berlin
AJS252,29.0,Male,Düsseldorf
AYJ633,35.0,Male,Berlin
APS408,30.0,Male,Munich
BOX1063,,Male,Munich
ADC80,26.0,Male,Berlin
AUL531,32.0,Male,Berlin
AKO274,33.0,Female,Berlin
BTU1190,37.0,Male,Aachen
AZA650,32.0,Female,Munich
BJF915,29.0,Male,Berlin
BQF1097,36.0,Male,Berlin
BLM974,32.0,Female,Berlin
AFX153,40.0,Female,Munich
ANY362,40.0,Male,Frankfurt
BOS1058,35.0,Male,Berlin
BLS980,31.0,Male,Berlin
BGP847,28.0,Male,"Warsaw, Poland"
BKT955,54.0,Male,Milano
BHY882,42.0,Male,Berlin
BDC756,39.0,Male,Berlin
BUB1197,31.0,Male,Berlin
BHN871,34.0,Male,Berlin
AJT253,39.0,Male,Munich
AHB183,36.0,Male,Rosenheim
BND1017,35.0,Male,Murnau am Staffelsee 
BOP1055,35.0,Male,Berlin
AXO612,45.0,Male,Berlin
BLI970,29.0,Male,Berlin
ACT71,36.0,Male,Munich
BTO1184,28.0,Female,Berlin
AZZ675,35.0,Male,Berlin
AWB573,33.0,Male,Berlin
BFI814,35.0,Female,Berlin
ALK296,65.0,Male,Berlin
BBF707,38.0,Male,Stuttgart 
BEK790,33.0,Male,Berlin
AFL141,34.0,Male,Munich
BJA910,25.0,Male,Frankfurt
AXS616,45.0,Female,Berlin
BON1053,26.0,Female,Berlin
BWB1249,33.0,Male,Berlin
AVM558,38.0,Male,Berlin
BMQ1004,32.0,Female,Munich
AQR433,29.0,Male,Berlin
BRL1129,33.0,Male,Munich
ABQ42,32.0,Male,Berlin
ADB79,26.0,Female,Munich
BCB729,33.0,Male,Munich
ANL349,38.0,Male,Koblenz
ACK62,34.0,Male,Munich
BOI1048,31.0,Male,Berlin
BTN1183,28.0,Male,Sevilla
BWA1248,31.0,Male,Berlin
AQF421,34.0,Male,Berlin
BTX1193,33.0,Male,Munich
ANA338,29.0,Male,Berlin
BBY726,,Male,Berlin
ACL63,34.0,Male,Munich
BTR1187,33.0,Male,Berlin
BRQ1134,25.0,Female,Cambridge
BCP743,29.0,Male,Berlin
BPI1074,31.0,Male,Berlin
BUP1211,29.0,Male,Munich
ASW490,29.0,Male,Munich
AEZ129,37.0,Male,Munich
APJ399,38.0,Male,Berlin
ANX361,38.0,Male,Köln
ACW74,31.0,Male,Berlin
BTA1170,35.0,Female,Berlin
BEF785,35.0,Male,Berlin
ADJ87,32.0,Female,Berlin
BUT1215,34.0,Male,Berlin
BCQ744,30.0,Female,Karlsruhe
BRT1137,42.0,Male,Hamburg
AMZ337,47.0,Male,Hamburg
BTV1191,36.0,Male,Munich
AMA312,34.0,Male,Berlin
ARO456,40.0,Male,Braunschweig 
BPP1081,30.0,Female,Berlin
AYS642,32.0,Female,Berlin
BNU1034,41.0,Male,Berlin
ASX491,37.0,Male,Malta
BDU774,35.0,Male,Berlin
ADE82,30.0,Male,Berlin
BOO1054,30.0,Male,Berlin
BPM1078,33.0,Female,Berlin
APR407,29.0,Male,Berlin
BBA702,37.0,Male,Stuttgart 
BGO846,30.0,Female,Berlin
AQG422,24.0,Male,Berlin
BBG708,,Male,Frankfurt
AJK244,26.0,Male,Munich
BAI684,25.0,Male,Berlin
AIE212,34.0,Male,Munich
AIK218,45.0,Male,Berlin
AQB417,31.0,Male,Berlin
ACU72,39.0,Male,Berlin
AEP119,31.0,Male,Munich
BSM1156,32.0,Female,Berlin
AVZ571,37.0,Female,Berlin
ALQ302,30.0,Male,Berlin
ARF447,30.0,Male,Utrecht
BQG1098,32.0,Male,Berlin
AHE186,31.0,Male,Berlin
BSO1158,37.0,Female,Berlin
ASS486,40.0,Female,Berlin
ALX309,38.0,Male,Berlin
ABY50,35.0,Male,Berlin
AKR277,29.0,Male,Munich
BJY934,26.0,Male,Berlin
BIU904,,Male,Berlin
AEL115,24.0,Male,Munich
AHI190,31.0,Male,Munich
AOM376,46.0,Male,Munich
BEJ789,29.0,Male,Berlin
AUI528,39.0,Male,Munich
BPZ1091,27.0,Male,Dusseldurf
APO404,35.0,Female,Berlin
BAU696,38.0,Male,Berlin
BGC834,26.0,Female,Berlin
AGH163,32.0,Male,Frankfurt
ANQ354,37.0,Male,Heidelberg
AAV21,34.0,Male,Berlin
BCU748,25.0,Male,Berlin
AYY648,27.0,Male,Berlin
APX413,37.0,Male,Berlin
ATV515,40.0,Male,Bodensee
BQN1105,30.0,Male,Hamburg
APD393,30.0,Male,Moscow
BKY960,28.0,Male,Frankfurt
BHJ867,23.0,Male,Munich
AIG214,30.0,Male,Berlin
ATO508,33.0,Male,Nürnberg
AHC184,35.0,Male,Berlin
BNE1018,38.0,Male,Munich
AVT565,26.0,Male,Berlin
AUG526,34.0,Male,Berlin
BDS772,30.0,Male,Munich
AEI112,33.0,Male,Berlin
AMJ321,27.0,Male,Tuttlingen
BQY1116,29.0,Male,Darmstadt
AUK530,,Male,Leipzig
BQO1106,40.0,Male,Munich
BEL791,30.0,Male,Berlin
ASI476,29.0,Male,Tallinn
AVE550,31.0,Male,Berlin
BNZ1039,,Male,Berlin
BPE1070,28.0,Female,Berlin
BRC1120,24.0,Male,Munich
BSW1166,27.0,Male,Berlin
ASV489,27.0,Male,Berlin
AKG266,33.0,Male,Berlin
BRZ1143,41.0,Male,Munich
BFF811,34.0,Male,Berlin
BSP1159,56.0,Male,Munich
ALY310,34.0,Female,Berlin
ABR43,33.0,Female,Berlin
BIW906,27.0,Male,Berlin
ALI294,25.0,Male,Stuttgart
AZW672,33.0,Male,Munich
BIR901,34.0,Male,Munich
AWR589,30.0,Female,Berlin
AVF551,31.0,Male,Munich
AQY440,38.0,Male,Berlin
BEY804,20.0,Male,Berlin
AAM12,,,Berlin
BMN1001,32.0,Male,Vienna
AKF265,34.0,Male,Munich
BOJ1049,28.0,Male,Munich
AAL11,,Male,Berlin
BIZ909,30.0,Female,Cologne
BFL817,26.0,Female,Moscow
AEN117,30.0,Female,Berlin
AXZ623,37.0,Male,Berlin
BMP1003,30.0,Male,Berlin
AEX127,30.0,Male,Munich
BAG682,32.0,Male,Berlin
BGB833,39.0,Male,Munich
BLE966,35.0,Male,Berlin
BNM1026,25.0,Male,Berlin
ASD471,23.0,Male,Warsaw
BMV1009,30.0,Female,Berlin
ARU462,34.0,Male,Berlin
ABE30,29.0,Male,Berlin
ACE56,35.0,Male,Munich
BKI944,30.0,Male,Barcelona
BDD757,33.0,Male,Amsterdam
AFO144,28.0,Male,Hamburg
ABT45,48.0,Male,Berlin
AED107,35.0,Male,Frankfurt
AOF369,44.0,Male,Munich
ATL505,33.0,Male,Nuremberg 
AYI632,35.0,Male,Berlin
BQK1102,32.0,Female,Berlin
ASR485,29.0,Male,Berlin
AET123,26.0,Female,Munich
AKE264,30.0,Male,Ansbach
BNT1033,36.0,Male,Berlin
BTK1180,,,Berlin
BQQ1108,32.0,Male,Berlin
AYZ649,29.0,Male,Berlin
BUW1218,27.0,Male,Munich
AEE108,37.0,Male,Munich
BVN1235,26.0,Male,Saint-Petersburg
ACD55,,Male,Berlin
BHV879,44.0,Female,Berlin
AZT669,33.0,Male,Munich
AMY336,32.0,Male,Berlin
AOY388,35.0,Male,Hamburg
AIV229,32.0,Male,Düsseldorf
ANI346,40.0,Male,Berlin
BNF1019,22.0,Male,Zürich
AAJ9,35.0,Male,Berlin
AKN273,33.0,Male,Mannheim
AIY232,56.0,Male,Ingolstadt
BEI788,38.0,Male,Berlin
ARM454,33.0,Male,Berlin
ACG58,29.0,Male,Berlin
ACP67,45.0,Male,Schleswig-Holstein
AEC106,27.0,Male,Munich
AIN221,32.0,Male,Stuttgart
AFC132,25.0,Male,Munich
APB391,30.0,Male,Moscow
BCV749,42.0,Female,Berlin
BKQ952,34.0,Male,Berlin
ADD81,31.0,Female,Berlin
BLG968,36.0,Male,Berlin
AMN325,26.0,Male,Frankfurt
BBZ727,22.0,Diverse,Cologne
ALN299,28.0,Male,Berlin
BEG786,31.0,Male,Berlin
AHM194,36.0,Male,Berlin
AMI320,33.0,Male,Berlin
BGJ841,34.0,Male,France
AJD237,32.0,Male,Berlin
BUH1203,33.0,Female,Munich
BFK816,33.0,Female,Berlin
AMC314,37.0,Male,Berlin
BPG1072,38.0,Male,Berlin
ACY76,30.0,Male,Munich
AZN663,30.0,Male,Berlin
BKG942,37.0,Female,Berlin
AEU124,33.0,Male,Berlin
ANV359,33.0,Male,Berlin
BRW1140,26.0,Female,Berlin
BQA1092,37.0,Male,Berlin
BEO794,39.0,Male,Berlin
BED783,33.0,Male,Prague
BJS928,30.0,Male,Frankfurt
AWA572,25.0,Male,Berlin
AXU618,23.0,Male,Berlin
AKX283,38.0,Male,Munich
AQU436,29.0,Male,Cracovia
BKE940,28.0,Male,Berlin
BEX803,31.0,Male,Nuremberg
BQI1100,33.0,Male,Berlin
BMI996,37.0,Male,Berlin
AHW204,32.0,Female,Berlin
BAS694,31.0,Female,Ulm
BTJ1179,34.0,Male,Berlin
BVA1222,34.0,Male,Ingolstadt 
AVO560,32.0,Male,Berlin
BEQ796,33.0,Male,Berlin
AEA104,25.0,Male,Munich
ABN39,38.0,Male,Berlin
BTM1182,54.0,Male,Munich
AYF629,31.0,Male,Boeblingen
BAA676,33.0,Male,Berlin
BQZ1117,29.0,Male,Darmstadt
BBP717,35.0,Female,Munich
BGK842,38.0,Female,Regensburg
ABD29,40.0,Male,Berlin
AQL427,32.0,Female,Berlin
ADR95,33.0,Male,Munich
BAV697,35.0,Male,Munich
APP405,40.0,Male,Berlin
AOI372,32.0,Male,Berlin
AYV645,31.0,Male,Paris
BPY1090,25.0,Female,Amsterdam
BTD1173,30.0,Male,Berlin
BJV931,26.0,Male,Berlin
AAK10,32.0,Female,Hamburg
AYD627,31.0,Male,Berlin
BNJ1023,36.0,Male,Stockholm
BUO1210,36.0,Male,Berlin
AMT331,32.0,Male,Munich
AJC236,28.0,Male,Stuttgart
BBX725,26.0,Male,Berlin
AUZ545,32.0,Male,Berlin
BLU982,22.0,Male,Istanbul
AND341,25.0,Male,Hamburg
BHR875,33.0,Male,Munich
BNX1037,28.0,Male,Zurich
BPN1079,39.0,Female,Berlin
BTE1174,36.0,Male,Stuttgart
BQM1104,28.0,Male,Berlin
BEB781,33.0,Male,Berlin
AUE524,29.0,Female,Berlin
AHD185,47.0,Male,Munich
AIW230,24.0,Male,Munich
AMO326,29.0,Male,Berlin
BJH917,36.0,Male,Berlin
ARJ451,42.0,Female,Munich
AWF577,28.0,Male,Berlin
ASK478,25.0,Female,Berlin
BRG1124,38.0,Male,Berlin
AOH371,41.0,Female,Munich
BKS954,35.0,Male,Luttich
ARW464,37.0,Male,Stuttgart 
ALD289,32.0,Male,Berlin
AQT435,31.0,Male,Berlin
BJK920,28.0,Male,Berlin
ANS356,28.0,Female,Berlin
AEH111,34.0,Male,Berlin
AAY24,36.0,Male,Berlin
AKH267,43.0,Male,Berlin
BCG734,36.0,Male,Berlin
